# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      11808.598       2.528226       0.839202  ACCEPT
      11811.126       2.356596       0.650278  ACCEPT
      11813.482       2.311574       0.444330  ACCEPT
      11815.794       2.446860       0.422734  ACCEPT
      11818.241       2.616003       0.598740  ACCEPT
      11820.857       2.608754       0.850206  ACCEPT
      11823.466       2.425330       0.786804  ACCEPT
      11825.891       2.290024       0.511017  ACCEPT
      11828.181       2.357195       0.391131  ACCEPT
      11830.538       2.559609       0.484795  ACCEPT
      11833.098       2.662592       0.770822  ACCEPT
      11835.760       2.524389       0.908136  ACCEPT
      11838.285       2.316160       0.635979  ACCEPT
      11840.601       2.282037       0.403003  ACCEPT
      11842.883       2.463222       0.398881  ACCEPT
      11845.346       2.664264       0.630030  ACCEPT
      11848.011       2.629951       0.944354  ACCEPT
      11850.640       2.394215       0.812752  ACCEPT
      11853.035       2.246022       0.470678  ACCEPT
      11855.281       2.350237       0.354886  ACCEPT
      11857.631       2.602175       0.484516  ACCEPT
      11860.233       2.707182       0.854142  ACCEPT
      11862.940       2.514513       0.989568  ACCEPT
      11865.455       2.267814       0.612386  ACCEPT
      11867.723       2.251359       0.359152  ACCEPT
      11869.974       2.486747       0.376404  ACCEPT
      11872.461       2.721093       0.674818  ACCEPT
      11875.182       2.649406       1.064743  REJECT
      11875.182       2.354735       0.533794  ACCEPT
      11877.537       2.402757       0.456936  ACCEPT
      11879.939       2.529189       0.529151  ACCEPT
      11882.468       2.585281       0.704972  ACCEPT
      11885.054       2.495261       0.768096  ACCEPT
      11887.549       2.367420       0.609134  ACCEPT
      11889.916       2.352747       0.461454  ACCEPT
      11892.269       2.471679       0.465968  ACCEPT
      11894.741       2.591573       0.625965  ACCEPT
      11897.332       2.561509       0.795894  ACCEPT
      11899.894       2.413056       0.710824  ACCEPT
      11902.307       2.325185       0.504022  ACCEPT
      11904.632       2.399993       0.428328  ACCEPT
      11907.032       2.559159       0.531424  ACCEPT
      11909.591       2.613675       0.757597  ACCEPT
      11912.205       2.486603       0.811770  ACCEPT
      11914.692       2.333256       0.590994  ACCEPT
      11917.025       2.332858       0.425730  ACCEPT
      11919.358       2.490599       0.449330  ACCEPT
      11921.848       2.630469       0.660091  ACCEPT
      11924.479       2.572498       0.865023  ACCEPT
      11927.051       2.383373       0.719708  ACCEPT
      11929.435       2.290884       0.467258  ACCEPT
      11931.726       2.400680       0.397869  ACCEPT
      11934.126       2.597938       0.539243  ACCEPT
      11936.724       2.645541       0.829553  ACCEPT
      11939.370       2.471656       0.861711  ACCEPT
      11941.841       2.291703       0.564281  ACCEPT
      11944.133       2.312607       0.386457  ACCEPT
      11946.446       2.517236       0.434067  ACCEPT
      11948.963       2.677042       0.709080  ACCEPT
      11951.640       2.580826       0.953050  ACCEPT
      11954.221       2.345190       0.722476  ACCEPT
      11956.566       2.252453       0.424569  ACCEPT
      11958.818       2.406073       0.366930  ACCEPT
      11961.225       2.646272       0.554449  ACCEPT
      11963.871       2.679814       0.926016  ACCEPT
      11966.551       2.449196       0.916204  ACCEPT
      11969.000       2.243198       0.528824  ACCEPT
      11971.243       2.293231       0.345734  ACCEPT
      11973.536       2.552361       0.421308  ACCEPT
      11976.089       2.730641       0.776717  ACCEPT
      11978.819       2.584964       1.061796  REJECT
      11978.819       2.298735       0.534838  ACCEPT
      11981.118       2.344698       0.396830  ACCEPT
      11983.463       2.538684       0.468598  ACCEPT
      11986.001       2.658833       0.737114  ACCEPT
      11988.660       2.543470       0.907214  ACCEPT
      11991.204       2.334142       0.666067  ACCEPT
      11993.538       2.278590       0.418453  ACCEPT
      11995.816       2.441064       0.392931  ACCEPT
      11998.257       2.648247       0.597874  ACCEPT
      12000.906       2.641672       0.917963  ACCEPT
      12003.547       2.418557       0.839456  ACCEPT
      12005.966       2.254236       0.497345  ACCEPT
      12008.220       2.332976       0.359048  ACCEPT
      12010.553       2.577047       0.462899  ACCEPT
      12013.130       2.705625       0.810732  ACCEPT
      12015.836       2.539421       0.994987  ACCEPT
      12018.375       2.287778       0.649753  ACCEPT
      12020.663       2.244433       0.374046  ACCEPT
      12022.907       2.459032       0.367337  ACCEPT
      12025.366       2.703919       0.632795  ACCEPT
      12028.070       2.666757       1.035117  REJECT
      12028.070       2.383571       0.536088  ACCEPT
      12030.454       2.430096       0.490838  ACCEPT
      12032.884       2.521613       0.559588  ACCEPT
      12035.406       2.548867       0.685413  ACCEPT
      12037.955       2.473998       0.707186  ACCEPT
      12040.429       2.386355       0.586291  ACCEPT
      12042.815       2.389764       0.486909  ACCEPT
      12045.205       2.483750       0.506701  ACCEPT
      12047.688       2.560943       0.635559  ACCEPT
      12050.249       2.523547       0.737566  ACCEPT
      12052.773       2.413758       0.656976  ACCEPT
      12055.187       2.362796       0.511521  ACCEPT
      12057.549       2.431622       0.469649  ACCEPT
      12059.981       2.545564       0.566020  ACCEPT
      12062.527       2.567203       0.725065  ACCEPT
      12065.094       2.463924       0.732074  ACCEPT
      12067.558       2.360255       0.568706  ACCEPT
      12069.918       2.378066       0.458468  ACCEPT
      12072.296       2.501524       0.497157  ACCEPT
      12074.798       2.589097       0.666147  ACCEPT
      12077.387       2.527417       0.782773  ACCEPT
      12079.914       2.388869       0.656611  ACCEPT
      12082.303       2.338693       0.480876  ACCEPT
      12084.642       2.436740       0.446679  ACCEPT
      12087.078       2.576633       0.578299  ACCEPT
      12089.655       2.587406       0.778620  ACCEPT
      12092.242       2.448172       0.759122  ACCEPT
      12094.691       2.328210       0.543846  ACCEPT
      12097.019       2.366843       0.426201  ACCEPT
      12099.386       2.526323       0.489440  ACCEPT
      12101.912       2.622960       0.709776  ACCEPT
      12104.535       2.528191       0.839220  ACCEPT
      12107.063       2.356553       0.650291  ACCEPT
      12109.420       2.311522       0.444328  ACCEPT
      12111.731       2.446808       0.422723  ACCEPT
      12114.178       2.615960       0.598730  ACCEPT
      12116.794       2.608719       0.850216  ACCEPT
      12119.403       2.425292       0.786825  ACCEPT
      12121.828       2.289976       0.511021  ACCEPT
      12124.118       2.357141       0.391123  ACCEPT
      12126.475       2.559560       0.484782  ACCEPT
      12129.035       2.662555       0.770820  ACCEPT
      12131.697       2.524355       0.908160  ACCEPT
      12134.222       2.316117       0.635993  ACCEPT
      12136.538       2.281983       0.402999  ACCEPT
      12138.820       2.463168       0.398869  ACCEPT
      12141.283       2.664222       0.630019  ACCEPT
      12143.947       2.629919       0.944370  ACCEPT
      12146.577       2.394178       0.812779  ACCEPT
      12148.971       2.245972       0.470682  ACCEPT
      12151.217       2.350181       0.354877  ACCEPT
      12153.567       2.602126       0.484501  ACCEPT
      12156.169       2.707148       0.854142  ACCEPT
      12158.877       2.514482       0.989600  ACCEPT
      12161.391       2.267770       0.612403  ACCEPT
      12163.659       2.251304       0.359148  ACCEPT
      12165.910       2.486692       0.376390  ACCEPT
      12168.397       2.721052       0.674804  ACCEPT
      12171.118       2.649377       1.064766  REJECT
      12171.118       2.354699       0.533792  ACCEPT
      12173.473       2.402722       0.456943  ACCEPT
      12175.875       2.529144       0.529161  ACCEPT
      12178.404       2.585226       0.704970  ACCEPT
      12180.990       2.495209       0.768080  ACCEPT
      12183.485       2.367380       0.609125  ACCEPT
      12185.852       2.352715       0.461458  ACCEPT
      12188.205       2.471641       0.465979  ACCEPT
      12190.677       2.591520       0.625971  ACCEPT
      12193.268       2.561453       0.795881  ACCEPT
      12195.830       2.413010       0.710808  ACCEPT
      12198.243       2.325152       0.504021  ACCEPT
      12200.568       2.399960       0.428337  ACCEPT
      12202.968       2.559113       0.531435  ACCEPT
      12205.527       2.613617       0.757593  ACCEPT
      12208.140       2.486550       0.811749  ACCEPT
      12210.627       2.333219       0.590984  ACCEPT
      12212.960       2.332828       0.425736  ACCEPT
      12215.293       2.490561       0.449343  ACCEPT
      12217.784       2.630414       0.660098  ACCEPT
      12220.414       2.572439       0.865005  ACCEPT
      12222.986       2.383328       0.719688  ACCEPT
      12225.370       2.290854       0.467258  ACCEPT
      12227.661       2.400649       0.397880  ACCEPT
      12230.061       2.597890       0.539256  ACCEPT
      12232.659       2.645479       0.829547  ACCEPT
      12235.305       2.471603       0.861683  ACCEPT
      12237.776       2.291668       0.564270  ACCEPT
      12240.068       2.312580       0.386464  ACCEPT
      12242.381       2.517198       0.434081  ACCEPT
      12244.898       2.676984       0.709087  ACCEPT
      12247.575       2.580764       0.953024  ACCEPT
      12250.155       2.345147       0.722452  ACCEPT
      12252.501       2.252427       0.424569  ACCEPT
      12254.753       2.406044       0.366943  ACCEPT
      12257.159       2.646223       0.554465  ACCEPT
      12259.805       2.679749       0.926005  ACCEPT
      12262.485       2.449142       0.916167  ACCEPT
      12264.934       2.243166       0.528814  ACCEPT
      12267.177       2.293208       0.345742  ACCEPT
      12269.471       2.552323       0.421325  ACCEPT
      12272.023       2.730578       0.776725  ACCEPT
      12274.753       2.584900       1.061759  REJECT
      12274.753       2.298693       0.534841  ACCEPT
      12277.052       2.344653       0.396828  ACCEPT
      12279.397       2.538636       0.468593  ACCEPT
      12281.935       2.658788       0.737111  ACCEPT
      12284.594       2.543430       0.907219  ACCEPT
      12287.138       2.334102       0.666073  ACCEPT
      12289.472       2.278546       0.418454  ACCEPT
      12291.750       2.441017       0.392928  ACCEPT
      12294.191       2.648200       0.597869  ACCEPT
      12296.840       2.641630       0.917964  ACCEPT
      12299.481       2.418518       0.839465  ACCEPT
      12301.900       2.254195       0.497348  ACCEPT
      12304.154       2.332931       0.359046  ACCEPT
      12306.487       2.576999       0.462893  ACCEPT
      12309.064       2.705581       0.810728  ACCEPT
      12311.769       2.539382       0.994995  ACCEPT
      12314.309       2.287738       0.649760  ACCEPT
      12316.597       2.244390       0.374046  ACCEPT
      12318.841       2.458984       0.367334  ACCEPT
      12321.300       2.703872       0.632789  ACCEPT
      12324.004       2.666716       1.035119  REJECT
      12324.004       2.383533       0.536087  ACCEPT
      12326.387       2.430058       0.490843  ACCEPT
      12328.817       2.521568       0.559593  ACCEPT
      12331.339       2.548818       0.685411  ACCEPT
      12333.888       2.473951       0.707178  ACCEPT
      12336.362       2.386315       0.586287  ACCEPT
      12338.748       2.389727       0.486912  ACCEPT
      12341.138       2.483709       0.506708  ACCEPT
      12343.621       2.560894       0.635561  ACCEPT
      12346.182       2.523497       0.737558  ACCEPT
      12348.706       2.413715       0.656968  ACCEPT
      12351.120       2.362760       0.511521  ACCEPT
      12353.482       2.431585       0.469655  ACCEPT
      12355.914       2.545518       0.566025  ACCEPT
      12358.459       2.567152       0.725061  ACCEPT
      12361.027       2.463878       0.732063  ACCEPT
      12363.490       2.360217       0.568702  ACCEPT
      12365.851       2.378031       0.458472  ACCEPT
      12368.229       2.501482       0.497165  ACCEPT
      12370.730       2.589047       0.666148  ACCEPT
      12373.319       2.527366       0.782762  ACCEPT
